"City","date","pm25","pm10"
"Dnipro",2019-05-04,47,12
"Dnipro",2019-05-03,29,18
"Dnipro",2019-05-02,72,10
"Dnipro",2019-05-01,99,39
"Dnipro",2019-04-30,52,50
"Dnipro",2019-04-29,46,18
"Dnipro",2019-04-28,69,16
"Dnipro",2019-04-27,64,33
"Dnipro",2019-04-26,95,28
"Dnipro",2019-04-25,85,44
"Dnipro",2019-04-24,118,38
"Dnipro",2019-04-23,62,60
"Dnipro",2019-04-22,57,29
"Dnipro",2019-04-21,35,29
"Dnipro",2019-04-20,31,15
"Dnipro",2019-04-19,23,13
"Dnipro",2019-04-18,54,9
"Dnipro",2019-04-17,59,20
"Dnipro",2019-04-16,70,23
"Dnipro",2019-04-15,94,33
"Dnipro",2019-04-14,102,45
"Dnipro",2019-04-13,76,50
"Dnipro",2019-04-12,60,36
"Dnipro",2019-04-11,49,29
"Dnipro",2019-04-10,49,28
"Dnipro",2019-04-09,46,22
"Dnipro",2019-04-08,64,17
"Dnipro",2019-04-07,97,28
"Dnipro",2019-04-06,99,49
"Dnipro",2019-04-05,56,51
"Dnipro",2019-04-04,22,28
"Dnipro",2019-04-03,23,11
"Dnipro",2019-04-02,80,10
"Dnipro",2019-04-01,109,36
"Dnipro",2019-03-31,76,52
"Dnipro",2019-03-30,54,33
"Dnipro",2019-03-29,43,28
"Dnipro",2019-03-28,75,18
"Dnipro",2019-03-27,72,37
"Dnipro",2019-03-26,87,34
"Dnipro",2019-03-25,42,42
"Dnipro",2019-03-24,14,16
"Dnipro",2019-03-23,69,6
"Dnipro",2019-03-22,50,32
"Dnipro",2019-03-21,90,20
"Dnipro",2019-03-20,70,44
"Dnipro",2019-03-19,75,33
"Dnipro",2019-03-18,54,35
"Dnipro",2019-03-17,96,21
"Dnipro",2019-03-16,74,44
"Dnipro",2019-03-15,70,35
"Dnipro",2019-03-14,48,37
"Dnipro",2019-03-13,85,22
"Lviv",2022-04-03,36,15
"Lviv",2022-04-02,57,13
"Lviv",2022-04-01,86,20
"Lviv",2022-03-31,115,38
"Lviv",2022-03-30,64,52
"Lviv",2022-03-29,33,28
"Lviv",2022-03-28,20,18
"Lviv",2022-03-27,86,11
"Lviv",2022-03-26,67,46
"Lviv",2022-03-25,73,32
"Lviv",2022-03-24,66,35
"Lviv",2022-03-23,79,29
"Lviv",2022-03-22,67,39
"Lviv",2022-03-21,87,31
"Lviv",2022-03-20,79,41
"Lviv",2022-03-19,70,40
"Lviv",2022-03-18,92,35
"Lviv",2022-03-17,134,43
"Lviv",2022-03-16,117,63
"Lviv",2022-03-15,85,55
"Lviv",2022-03-14,61,42
"Lviv",2022-03-13,46,29
"Lviv",2022-03-12,57,23
"Lviv",2022-03-11,58,27
"Lviv",2022-03-10,45,26
"Lviv",2022-03-09,45,19
"Lviv",2022-03-08,55,19
"Lviv",2022-03-07,52,22
"Lviv",2022-03-06,45,22
"Lviv",2022-03-05,99,18
"Lviv",2022-03-04,60,48
"Lviv",2022-03-03,47,28
"Lviv",2021-09-27,55,24
"Lviv",2021-09-26,41,20
"Lviv",2021-09-25,23,20
"Lviv",2021-09-12,98,59
"Lviv",2021-09-11,70,46
"Lviv",2021-09-10,72,35
"Lviv",2021-09-09,71,36
"Lviv",2021-09-08,66,35
"Lviv",2021-09-07,24,34
"Lviv",2021-09-06,16,14
"Lviv",2021-09-05,48,9
"Lviv",2021-09-04,48,21
"Lviv",2021-09-03,35,24
"Lviv",2021-08-24,83,32
"Lviv",2021-08-23,60,33
"Lviv",2021-08-22,53,23
"Lviv",2021-08-21,39,23
"Lviv",2021-08-20,35,18
"Lviv",2021-08-19,43,16
"Lviv",2021-08-18,52,19
"Lviv",2021-08-17,43,21
"Lviv",2021-08-16,48,17
"Lviv",2021-08-15,49,19
"Lviv",2021-08-14,38,21
"Lviv",2021-08-13,30,20
"Lviv",2021-08-12,34,13
"Lviv",2021-08-11,38,15
"Lviv",2021-08-10,31,15
"Lviv",2021-08-09,23,13
"Lviv",2021-08-08,17,11
"Lviv",2021-08-07,24,9
"Lviv",2021-08-06,61,11
"Lviv",2021-07-05,36,28
"Lviv",2021-07-04,43,13
"Lviv",2021-07-03,42,16
"Lviv",2021-07-02,62,16
"Lviv",2021-07-01,73,25
"Lviv",2021-06-30,33,29
"Lviv",2021-06-29,46,15
"Lviv",2021-06-28,36,17
"Lviv",2021-06-27,49,14
"Lviv",2021-06-26,36,22
"Lviv",2021-06-25,49,23
"Lviv",2021-06-24,47,37
"Lviv",2021-06-23,37,38
"Lviv",2021-06-22,33,26
"Lviv",2021-06-21,44,21
"Lviv",2021-06-20,32,19
"Lviv",2021-06-19,33,15
"Lviv",2021-06-18,37,16
"Lviv",2021-06-17,29,17
"Lviv",2021-06-16,26,14
"Lviv",2021-06-15,22,12
"Lviv",2021-06-14,34,12
"Lviv",2021-06-13,42,15
"Lviv",2021-06-12,46,16
"Lviv",2021-06-11,33,19
"Lviv",2021-06-10,29,13
"Lviv",2021-06-09,23,15
"Lviv",2021-06-08,22,15
"Lviv",2021-06-07,53,13
"Lviv",2021-06-06,44,22
"Lviv",2021-06-05,23,22
"Lviv",2021-06-04,22,19
"Lviv",2021-06-03,20,14
"Lviv",2021-06-02,33,12
"Lviv",2021-06-01,32,20
"Lviv",2021-05-31,28,15
"Lviv",2021-05-30,39,10
"Lviv",2021-05-29,16,15
"Lviv",2021-05-28,28,9
"Lviv",2021-05-27,19,14
"Lviv",2021-05-26,27,10
"Lviv",2021-05-25,23,14
"Lviv",2021-05-24,16,12
"Lviv",2021-05-23,15,9
"Lviv",2021-05-22,27,13
"Lviv",2021-05-21,33,15
"Lviv",2021-05-20,28,16
"Lviv",2021-05-19,40,11
"Lviv",2021-05-18,27,17
"Lviv",2021-05-17,33,12
"Lviv",2021-05-16,50,14
"Lviv",2021-05-15,17,22
"Lviv",2021-05-14,30,11
"Lviv",2021-05-13,22,17
"Lviv",2021-05-12,19,17
"Lviv",2021-05-11,24,16
"Lviv",2021-05-10,34,14
"Lviv",2021-05-09,25,14
"Lviv",2021-05-08,20,10
"Lviv",2021-05-07,17,11
"Lviv",2021-05-06,23,10
"Lviv",2021-05-05,34,13
"Lviv",2021-05-04,18,15
"Lviv",2021-05-03,88,8
"Lviv",2021-05-02,71,53
"Lviv",2021-05-01,52,30
"Lviv",2021-04-30,92,21
"Lviv",2021-04-29,59,42
"Lviv",2021-04-28,46,30
"Lviv",2021-04-27,41,22
"Lviv",2021-04-26,61,19
"Lviv",2021-04-25,52,28
"Lviv",2021-04-24,39,25
"Lviv",2021-04-08,67,26
"Lviv",2021-04-07,42,33
"Lviv",2021-04-06,63,18
"Lviv",2021-04-05,47,32
"Lviv",2021-04-04,54,19
"Lviv",2021-04-03,51,24
"Lviv",2021-04-02,92,24
"Lviv",2021-04-01,101,42
"Lviv",2021-03-31,102,47
"Lviv",2021-03-30,81,46
"Lviv",2021-03-29,50,39
"Lviv",2021-03-28,140,22
"Lviv",2021-03-27,146,74
"Lviv",2021-03-26,71,75
"Lviv",2021-03-25,22,34
"Lviv",2021-03-24,71,13
"Lviv",2021-03-23,54,35
"Lviv",2021-03-22,84,26
"Lviv",2021-03-21,97,39
"Lviv",2021-03-20,75,46
"Lviv",2021-03-19,45,35
"Lviv",2021-03-18,43,19
"Lviv",2021-03-17,67,20
"Lviv",2021-03-16,83,29
"Lviv",2021-03-15,66,36
"Lviv",2021-03-14,64,27
"Lviv",2021-03-13,82,30
"Lviv",2021-03-12,94,36
"Lviv",2021-03-11,68,47
"Lviv",2021-03-10,61,31
"Lviv",2021-03-09,54,29
"Lviv",2021-03-08,61,26
"Lviv",2021-03-07,56,27
"Lviv",2021-03-06,106,27
"Lviv",2021-03-05,116,58
"Lviv",2021-03-04,146,57
"Lviv",2021-03-03,119,72
"Lviv",2021-03-02,78,61
"Lviv",2021-03-01,59,38
"Lviv",2021-02-28,49,27
"Lviv",2021-02-27,103,23
"Lviv",2021-02-26,103,60
"Lviv",2021-02-25,161,60
"Lviv",2021-02-24,149,101
"Lviv",2021-02-23,127,75
"Lviv",2021-02-22,110,61
"Lviv",2021-02-21,149,55
"Lviv",2021-02-20,117,94
"Lviv",2021-02-19,145,63
"Lviv",2021-02-18,107,93
"Lviv",2021-02-17,66,56
"Lviv",2021-02-16,85,33
"Lviv",2021-02-15,69,46
"Lviv",2021-02-14,63,35
"Lviv",2021-02-13,58,33
"Lviv",2021-02-12,128,31
"Lviv",2021-02-11,148,75
"Lviv",2021-02-10,117,83
"Lviv",2021-02-09,71,62
"Lviv",2021-02-08,70,38
"Lviv",2021-02-07,63,39
"Lviv",2021-01-30,64,58
"Lviv",2021-01-29,74,30
"Lviv",2021-01-28,112,36
"Lviv",2021-01-27,70,54
"Lviv",2021-01-26,95,34
"Lviv",2021-01-25,94,44
"Lviv",2021-01-24,49,42
"Lviv",2021-01-23,40,22
"Lviv",2021-01-22,64,17
"Lviv",2021-01-21,106,28
"Lviv",2021-01-20,153,53
"Lviv",2021-01-19,104,90
"Lviv",2021-01-18,95,62
"Lviv",2021-01-17,82,50
"Lviv",2021-01-16,59,45
"Lviv",2021-01-15,71,30
"Lviv",2021-01-14,77,34
"Lviv",2021-01-13,124,38
"Lviv",2021-01-12,67,62
"Lviv",2021-01-11,86,32
"Lviv",2021-01-10,92,41
"Lviv",2021-01-09,91,46
"Lviv",2021-01-08,96,45
"Lviv",2021-01-07,73,50
"Lviv",2021-01-06,68,35
"Lviv",2021-01-05,137,34
"Lviv",2021-01-04,118,69
"Lviv",2021-01-03,76,57
"Lviv",2021-01-02,73,34
"Lviv",2021-01-01,98,37
"Lviv",2020-12-31,56,46
"Lviv",2020-12-30,46,28
"Lviv",2020-12-29,70,22
"Lviv",2020-12-28,73,31
"Lviv",2020-12-27,54,35
"Lviv",2020-12-26,35,23
"Lviv",2020-12-25,65,14
"Lviv",2020-12-24,70,27
"Lviv",2020-12-23,100,31
"Lviv",2020-12-22,95,52
"Lviv",2020-12-21,105,51
"Lviv",2020-12-20,101,64
"Lviv",2020-12-19,101,51
"Lviv",2020-12-18,123,56
"Lviv",2020-12-17,109,68
"Lviv",2020-12-16,89,57
"Lviv",2020-12-15,78,46
"Lviv",2020-12-14,109,42
"Lviv",2020-12-13,76,64
"Lviv",2020-12-12,92,37
"Lviv",2020-12-11,80,46
"Lviv",2020-12-10,94,42
"Lviv",2020-12-02,116,47
"Lviv",2020-12-01,125,64
"Lviv",2020-11-30,83,66
"Lviv",2020-11-29,102,37
"Lviv",2020-11-28,111,53
"Lviv",2020-11-27,147,60
"Lviv",2020-11-26,76,82
"Lviv",2020-11-25,69,40
"Lviv",2020-11-24,51,37
"Lviv",2020-11-23,53,22
"Lviv",2020-11-22,90,28
"Lviv",2020-11-21,60,52
"Lviv",2020-11-20,103,29
"Lviv",2020-11-19,114,55
"Lviv",2020-11-18,144,59
"Lviv",2020-11-17,101,69
"Lviv",2020-11-16,51,48
"Lviv",2020-11-15,65,22
"Lviv",2020-11-14,90,30
"Lviv",2020-11-13,96,46
"Lviv",2020-11-12,93,50
"Lviv",2020-11-11,106,48
"Lviv",2020-11-10,136,52
"Lviv",2020-11-09,83,76
"Lviv",2020-11-08,78,38
"Lviv",2020-11-07,96,35
"Lviv",2020-11-06,69,47
"Lviv",2020-11-05,91,34
"Lviv",2020-11-04,66,48
"Lviv",2020-11-03,83,30
"Lviv",2020-11-02,71,41
"Lviv",2020-11-01,72,34
"Lviv",2020-10-31,77,35
"Lviv",2020-10-30,101,38
"Lviv",2020-10-29,116,47
"Lviv",2020-10-28,109,55
"Lviv",2020-10-27,127,56
"Lviv",2020-10-26,98,59
"Lviv",2020-10-25,88,54
"Lviv",2020-10-24,63,39
"Lviv",2020-10-23,59,27
"Lviv",2020-10-22,48,26
"Lviv",2020-10-21,62,21
"Lviv",2020-10-20,36,26
"Lviv",2020-10-19,29,15
"Lviv",2020-10-18,82,12
"Lviv",2020-10-17,83,44
"Lviv",2020-10-16,17,36
"Lviv",2020-10-15,8,9
"Lviv",2020-10-14,80,5
"Lviv",2020-10-13,77,39
"Lviv",2020-10-12,94,38
"Lviv",2020-10-11,80,43
"Lviv",2020-10-10,77,37
"Lviv",2020-10-09,51,34
"Lviv",2020-10-08,27,21
"Lviv",2020-10-07,35,15
"Lviv",2020-10-06,93,19
"Lviv",2020-10-05,41,40
"Lviv",2020-10-04,41,19
"Lviv",2020-10-03,47,17
"Lviv",2020-10-02,47,19
"Lviv",2020-10-01,61,24
"Lviv",2020-09-30,45,32
"Lviv",2020-09-29,44,18
"Lviv",2020-09-28,30,21
"Lviv",2020-09-27,55,12
"Lviv",2020-09-26,62,28
"Lviv",2020-09-25,53,32
"Lviv",2020-09-24,53,30
"Lviv",2020-09-23,45,35
"Lviv",2020-09-22,26,25
"Lviv",2020-09-21,50,16
"Lviv",2020-09-20,39,28
"Lviv",2020-09-19,16,22
"Lviv",2020-09-18,88,12
"Lviv",2020-09-17,90,42
"Lviv",2020-09-16,102,43
"Lviv",2020-09-15,46,51
"Lviv",2020-09-14,78,25
"Lviv",2020-09-13,81,36
"Lviv",2020-09-12,33,39
"Lviv",2020-09-11,63,20
"Lviv",2020-09-10,91,31
"Lviv",2020-09-09,55,44
"Lviv",2020-09-08,63,26
"Lviv",2020-09-07,62,38
"Lviv",2020-09-06,79,27
"Lviv",2020-09-05,31,33
"Lviv",2020-09-04,46,16
"Lviv",2020-09-03,22,19
"Lviv",2020-09-02,56,12
"Lviv",2020-09-01,29,22
"Lviv",2020-08-31,50,17
"Lviv",2020-08-30,31,22
"Lviv",2020-08-29,18,17
"Lviv",2020-08-28,20,10
"Lviv",2020-08-27,47,11
"Lviv",2020-08-26,56,24
"Lviv",2020-08-25,45,24
"Lviv",2020-08-24,58,17
"Lviv",2020-08-23,60,24
"Lviv",2020-08-22,69,27
"Lviv",2020-08-21,74,32
"Lviv",2020-08-20,56,30
"Lviv",2020-08-19,52,20
"Lviv",2020-08-18,48,22
"Lviv",2020-08-17,30,22
"Lviv",2020-08-16,36,15
"Lviv",2020-08-15,37,19
"Lviv",2020-08-14,30,19
"Lviv",2020-08-13,24,18
"Lviv",2020-08-07,57,27
"Lviv",2020-08-06,68,25
"Lviv",2020-08-05,44,27
"Lviv",2020-08-04,24,26
"Lviv",2020-08-03,27,15
"Lviv",2020-08-02,19,12
"Lviv",2020-08-01,33,11
"Lviv",2020-07-31,42,21
"Lviv",2020-07-30,33,20
"Lviv",2020-07-29,47,16
"Lviv",2020-07-28,45,18
"Lviv",2020-07-27,64,16
"Lviv",2020-07-26,56,23
"Lviv",2020-07-25,29,23
"Lviv",2020-07-24,20,18
"Lviv",2020-07-23,41,16
"Lviv",2020-07-22,50,22
"Lviv",2020-07-21,40,22
"Lviv",2020-07-20,39,16
"Lviv",2020-07-19,49,15
"Lviv",2020-07-18,41,18
"Lviv",2020-07-17,39,15
"Lviv",2020-07-16,33,19
"Lviv",2020-07-15,21,16
"Lviv",2020-07-14,16,12
"Lviv",2020-07-13,11,9
"Lviv",2020-07-12,28,6
"Lviv",2020-07-11,31,16
"Lviv",2020-07-10,22,19
"Lviv",2020-07-09,26,10
"Lviv",2020-07-08,16,14
"Lviv",2020-07-07,41,8
"Lviv",2020-07-06,46,15
"Lviv",2020-07-05,45,18
"Lviv",2020-07-04,62,16
"Lviv",2020-07-03,26,26
"Lviv",2020-07-02,21,14
"Lviv",2020-07-01,33,14
"Lviv",2020-06-30,50,14
"Lviv",2020-06-29,37,18
"Lviv",2020-06-28,42,14
"Lviv",2020-06-27,36,17
"Lviv",2020-06-26,42,20
"Lviv",2020-06-25,32,18
"Lviv",2020-06-24,50,12
"Lviv",2020-06-23,61,20
"Lviv",2020-06-22,45,25
"Lviv",2020-06-21,51,17
"Lviv",2020-06-20,53,18
"Lviv",2020-06-19,38,21
"Lviv",2020-06-18,53,16
"Lviv",2020-06-17,62,20
"Lviv",2020-06-16,61,29
"Lviv",2020-06-15,64,30
"Lviv",2020-06-14,41,28
"Lviv",2020-06-13,31,18
"Lviv",2020-06-12,120,17
"Lviv",2020-06-11,82,75
"Lviv",2020-06-10,50,35
"Lviv",2020-06-09,32,19
"Lviv",2020-06-06,18,7
"Lviv",2020-06-05,40,10
"Lviv",2020-06-04,18,21
"Lviv",2020-06-03,16,9
"Lviv",2020-06-02,17,9
"Lviv",2020-06-01,10,10
"Lviv",2020-05-31,17,4
"Lviv",2020-05-30,22,10
"Lviv",2020-05-29,28,12
"Lviv",2020-05-28,38,12
"Lviv",2020-05-27,34,15
"Lviv",2020-05-26,30,15
"Lviv",2020-05-25,27,15
"Lviv",2020-05-24,21,13
"Lviv",2020-05-23,23,23
"Lviv",2020-05-22,12,13
"Lviv",2020-05-21,21,10
"Lviv",2020-05-20,34,11
"Lviv",2020-05-19,45,17
"Lviv",2020-05-18,40,19
"Lviv",2020-05-17,60,15
"Lviv",2020-05-16,87,24
"Lviv",2020-05-15,66,34
"Lviv",2020-05-14,33,25
"Lviv",2020-05-13,15,18
"Lviv",2020-05-12,25,12
"Lviv",2020-05-11,43,17
"Lviv",2020-05-10,48,18
"Lviv",2020-05-09,47,21
"Lviv",2020-05-08,21,21
"Lviv",2020-05-07,44,11
"Lviv",2020-05-06,58,18
"Lviv",2020-05-05,58,24
"Lviv",2020-05-04,54,21
"Lviv",2020-05-03,31,19
"Lviv",2020-05-02,67,12
"Lviv",2020-05-01,62,32
"Lviv",2020-04-30,35,25
"Lviv",2020-04-29,32,21
"Lviv",2020-04-28,32,18
"Lviv",2020-04-27,17,16
"Lviv",2020-04-26,43,10
"Lviv",2020-04-25,46,19
"Lviv",2020-04-24,29,26
"Lviv",2020-04-23,17,17
"Lviv",2020-04-22,31,11
"Lviv",2020-04-21,23,13
"Lviv",2020-04-20,27,12
"Lviv",2020-04-19,18,14
"Lviv",2020-04-18,34,12
"Lviv",2020-04-17,40,20
"Lviv",2020-04-16,47,27
"Lviv",2020-04-15,25,25
"Lviv",2020-04-14,48,14
"Lviv",2020-04-13,47,35
"Lviv",2020-04-12,35,22
"Lviv",2020-04-11,29,19
"Lviv",2020-04-10,66,19
"Lviv",2020-04-09,82,33
"Lviv",2020-04-08,71,40
"Lviv",2020-04-07,59,34
"Lviv",2020-04-06,49,31
"Lviv",2020-04-05,61,25
"Lviv",2020-04-04,64,33
"Lviv",2020-04-03,85,32
"Lviv",2020-04-02,93,41
"Lviv",2020-04-01,42,46
"Lviv",2020-03-31,43,23
"Lviv",2020-03-30,126,20
"Lviv",2020-03-29,115,59
"Lviv",2020-03-28,97,52
"Lviv",2020-03-27,74,45
"Lviv",2020-03-26,74,35
"Lviv",2020-03-25,56,39
"Lviv",2020-03-24,51,27
"Lviv",2020-03-23,25,22
"Lviv",2020-03-22,56,11
"Lviv",2020-03-21,100,25
"Lviv",2020-03-20,113,45
"Lviv",2020-03-19,123,52
"Lviv",2020-03-18,65,57
"Lviv",2020-03-17,59,30
"Lviv",2020-03-16,29,30
"Lviv",2020-03-15,27,15
"Lviv",2020-03-14,30,14
"Lviv",2020-03-13,44,17
"Lviv",2020-03-12,52,19
"Lviv",2020-03-11,112,25
"Lviv",2020-03-10,94,56
"Lviv",2020-03-09,84,44
"Lviv",2020-03-08,92,38
"Lviv",2020-03-07,112,42
"Lviv",2020-03-06,84,57
"Lviv",2020-03-05,58,40
"Lviv",2020-03-04,78,24
"Lviv",2020-03-01,87,17
"Lviv",2020-02-29,90,42
"Lviv",2020-02-28,54,45
"Lviv",2020-02-27,72,24
"Lviv",2020-02-26,47,32
"Lviv",2020-02-25,25,22
"Lviv",2020-02-24,43,12
"Lviv",2020-02-23,56,20
"Lviv",2020-02-22,86,30
"Lviv",2020-02-21,52,40
"Lviv",2020-02-20,63,24
"Lviv",2020-02-19,59,31
"Lviv",2020-02-18,49,26
"Lviv",2020-02-17,89,20
"Lviv",2020-02-16,94,44
"Lviv",2020-02-15,59,46
"Lviv",2020-02-14,43,27
"Lviv",2020-02-13,29,22
"Lviv",2020-02-12,29,17
"Lviv",2020-02-11,46,15
"Lviv",2020-02-10,76,20
"Lviv",2020-02-09,81,40
"Lviv",2020-02-08,32,44
"Lviv",2020-02-07,74,15
"Lviv",2020-02-06,35,38
"Lviv",2020-02-05,59,16
"Lviv",2020-02-04,33,29
"Lviv",2020-02-03,24,17
"Lviv",2020-01-26,92,89
"Lviv",2020-01-25,84,50
"Lviv",2020-01-24,58,45
"Lviv",2020-01-23,74,32
"Lviv",2020-01-22,89,39
"Lviv",2020-01-21,93,48
"Lviv",2020-01-20,128,54
"Lviv",2020-01-19,125,70
"Lviv",2020-01-18,131,67
"Lviv",2020-01-17,102,72
"Lviv",2020-01-16,82,50
"Lviv",2020-01-15,74,40
"Lviv",2020-01-14,55,35
"Lviv",2020-01-13,47,23
"Lviv",2020-01-12,58,19
"Lviv",2020-01-11,61,26
"Lviv",2020-01-10,87,27
"Lviv",2020-01-09,108,43
"Lviv",2020-01-08,69,56
"Lviv",2020-01-07,65,36
"Lviv",2020-01-06,29,37
"Lviv",2020-01-05,76,15
"Lviv",2020-01-04,86,38
"Lviv",2020-01-03,85,46
"Lviv",2020-01-02,35,49
"Lviv",2019-12-29,31,16
"Lviv",2019-12-28,52,13
"Lviv",2019-12-27,58,22
"Lviv",2019-12-26,58,27
"Lviv",2019-12-25,19,26
"Lviv",2019-12-24,73,8
"Lviv",2019-12-23,66,31
"Lviv",2019-12-22,95,31
"Lviv",2019-12-21,148,51
"Lviv",2019-12-20,99,81
"Lviv",2019-12-19,47,47
"Lviv",2019-12-18,48,24
"Lviv",2019-12-17,65,24
"Lviv",2019-12-16,39,32
"Lviv",2019-12-15,90,17
"Lviv",2019-12-14,77,48
"Lviv",2019-12-13,136,38
"Lviv",2019-12-12,86,70
"Lviv",2019-12-11,92,43
"Lviv",2019-12-10,60,44
"Lviv",2019-12-09,52,27
"Lviv",2019-12-08,73,21
"Lviv",2019-12-07,70,37
"Lviv",2019-12-06,76,35
"Lviv",2019-12-05,73,40
"Lviv",2019-12-04,98,36
"Lviv",2019-12-03,80,48
"Lviv",2019-12-02,100,40
"Lviv",2019-12-01,35,53
"Lviv",2019-11-30,71,17
"Lviv",2019-11-29,86,33
"Lviv",2019-11-28,102,41
"Lviv",2019-11-27,103,59
"Lviv",2019-11-26,85,58
"Lviv",2019-11-25,92,44
"Lviv",2019-11-24,76,51
"Lviv",2019-11-23,58,40
"Lviv",2019-11-22,59,26
"Lviv",2019-11-21,109,28
"Lviv",2019-11-20,107,63
"Lviv",2019-11-19,101,52
"Lviv",2019-11-18,103,50
"Lviv",2019-11-17,125,50
"Lviv",2019-11-16,135,63
"Lviv",2019-11-13,90,37
"Lviv",2019-11-12,93,44
"Lviv",2019-11-11,149,46
"Lviv",2019-11-10,98,93
"Lviv",2019-11-09,110,45
"Lviv",2019-11-08,80,85
"Lviv",2019-11-07,47,38
"Lviv",2019-11-06,36,21
"Lviv",2019-11-05,61,17
"Lviv",2019-11-04,38,27
"Lviv",2019-11-03,83,16
"Lviv",2019-11-02,105,42
"Lviv",2019-11-01,100,54
"Lviv",2019-10-31,50,51
"Lviv",2019-10-30,81,25
"Lviv",2019-10-29,76,40
"Lviv",2019-10-28,111,35
"Lviv",2019-10-27,137,49
"Lviv",2019-10-26,114,78
"Lviv",2019-10-25,124,57
"Lviv",2019-10-24,143,67
"Lviv",2019-10-23,110,69
"Lviv",2019-10-22,94,49
"Lviv",2019-10-21,87,43
"Lviv",2019-10-20,93,38
"Lviv",2019-10-19,105,42
"Lviv",2019-10-18,73,51
"Lviv",2019-10-17,97,34
"Lviv",2019-10-16,68,45
"Lviv",2019-10-15,51,33
"Lviv",2019-10-14,37,21
"Lviv",2019-10-13,28,17
"Lviv",2019-10-12,37,14
"Lviv",2019-10-11,52,17
"Lviv",2019-10-10,53,23
"Lviv",2019-10-09,56,21
"Lviv",2019-10-08,39,27
"Lviv",2019-10-07,78,17
"Lviv",2019-10-06,105,34
"Lviv",2019-10-05,80,47
"Lviv",2019-10-04,41,37
"Lviv",2019-10-03,33,19
"Lviv",2019-10-02,15,19
"Lviv",2019-10-01,19,10
"Lviv",2019-09-30,37,11
"Lviv",2019-09-29,60,17
"Lviv",2019-09-28,90,26
"Lviv",2019-09-27,95,42
"Lviv",2019-09-26,138,38
"Lviv",2019-09-25,76,69
"Lviv",2019-09-24,58,40
"Lviv",2019-09-23,32,27
"Lviv",2019-09-22,46,15
"Lviv",2019-09-21,35,21
"Lviv",2019-09-20,32,15
"Lviv",2019-09-19,20,19
"Lviv",2019-09-18,38,15
"Lviv",2019-09-17,29,23
"Lviv",2019-09-16,48,18
"Lviv",2019-09-15,42,29
"Lviv",2019-09-14,77,23
"Lviv",2019-09-13,49,36
"Lviv",2019-09-12,53,26
"Lviv",2019-09-11,19,28
"Lviv",2019-09-10,52,12
"Lviv",2019-09-09,72,31
"Lviv",2019-09-08,58,30
"Lviv",2019-09-07,38,30
"Lviv",2019-09-06,53,18
"Lviv",2019-09-05,46,25
"Lviv",2019-09-04,41,20
"Lviv",2019-09-03,67,18
"Lviv",2019-09-02,78,26
"Lviv",2019-09-01,75,32
"Lviv",2019-08-31,84,31
"Lviv",2019-08-30,48,41
"Lviv",2019-08-29,53,32
"Lviv",2019-08-28,61,26
"Lviv",2019-08-27,45,33
"Lviv",2019-08-26,45,23
"Lviv",2019-08-25,40,20
"Lviv",2019-08-24,40,18
"Lviv",2019-08-23,24,19
"Lviv",2019-08-22,61,14
"Lviv",2019-08-21,49,26
"Lviv",2019-08-20,17,20
"Lviv",2019-08-19,35,9
"Lviv",2019-08-18,51,15
"Lviv",2019-08-17,43,24
"Lviv",2019-08-16,23,18
"Lviv",2019-08-15,53,11
"Lviv",2019-08-14,54,22
"Lviv",2019-08-13,45,21
"Lviv",2019-08-12,28,17
"Lviv",2019-08-11,55,12
"Lviv",2019-08-10,59,25
"Lviv",2019-08-09,53,25
"Lviv",2019-08-08,48,20
"Lviv",2019-08-07,46,20
"Lviv",2019-08-06,33,19
"Lviv",2019-08-05,33,15
"Lviv",2019-08-04,34,14
"Lviv",2019-08-03,41,15
"Lviv",2019-08-02,52,18
"Lviv",2019-08-01,75,23
"Lviv",2019-07-31,50,32
"Lviv",2019-07-30,58,20
"Lviv",2019-07-29,57,24
"Lviv",2019-07-28,64,22
"Lviv",2019-07-27,50,30
"Lviv",2019-07-26,52,20
"Lviv",2019-07-25,31,22
"Lviv",2019-07-24,31,13
"Lviv",2019-07-23,51,15
"Lviv",2019-07-22,42,21
"Lviv",2019-07-21,48,16
"Lviv",2019-07-20,31,21
"Lviv",2019-07-19,23,15
"Lviv",2019-07-18,44,11
"Lviv",2019-07-17,38,18
"Lviv",2019-07-16,20,18
"Lviv",2019-07-15,34,10
"Lviv",2019-07-14,29,12
"Lviv",2019-07-13,29,13
"Lviv",2019-07-12,30,13
"Lviv",2019-07-11,19,12
"Lviv",2019-07-10,28,10
"Lviv",2019-07-09,29,15
"Lviv",2019-07-08,29,14
"Lviv",2019-07-07,43,13
"Lviv",2019-07-06,31,18
"Lviv",2019-07-05,15,17
"Lviv",2019-07-04,17,12
"Lviv",2019-07-03,37,12
"Lviv",2019-07-02,31,17
"Lviv",2019-07-01,30,17
"Lviv",2019-06-30,11,15
"Lviv",2019-06-29,12,7
"Lviv",2019-06-28,43,7
"Lviv",2019-06-27,41,18
"Lviv",2019-06-26,518,18
"Lviv",2019-06-25,144,606
"Lviv",2019-06-24,153,128
"Lviv",2019-06-23,65,125
"Lviv",2019-06-22,51,23
"Lviv",2019-06-21,48,21
"Lviv",2019-06-20,45,24
"Lviv",2019-06-19,29,26
"Lviv",2019-06-18,39,16
"Lviv",2019-06-17,58,16
"Lviv",2019-06-16,45,25
"Lviv",2019-06-15,48,25
